skill,amass_sequence,babel_sid,label,reviewed_clip_filename,segment_start_s,segment_end_s,segment_start_ms,segment_end_ms,first_used_chunk_start_s,last_used_chunk_end_s,first_used_chunk_start_ms,last_used_chunk_end_ms,used_chunk_count,provenance
turn,BioMotionLab_NTroje/rub006/0010_knocking2.pkl,2231,turning around,02231__seg00__004.500_005.740__turning_around.mp4,4.500000,5.740000,4500,5740,4.529102,5.699002,4529,5699,13,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub007/0012_lifting_light1.pkl,2706,turn around,02706__seg00__004.303_005.139__turn_around.mp4,4.303000,5.139000,4303,5139,4.331473,5.124300,4331,5124,4,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub008/0014_knocking2.pkl,4518,turning around,04518__seg00__003.260_004.480__turning_around.mp4,3.260000,4.480000,3260,4480,3.262787,4.473251,3263,4473,14,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub012/0019_lifting_heavy1.pkl,4296,turn around,04296__seg00__006.160_007.340__turn_around.mp4,6.160000,7.340000,6160,7340,6.166041,7.336058,6166,7336,13,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub014/0013_knocking1.pkl,1318,turn around left,01318__seg00__004.541_005.433__turn_around_left.mp4,4.541000,5.433000,4541,5433,4.580795,5.415564,4581,5416,5,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub016/0013_knocking1.pkl,3764,turning around,03764__seg00__005.740_006.800__turning_around.mp4,5.740000,6.800000,5740,6800,5.765492,6.766390,5765,6766,9,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub018/0019_lifting_heavy1.pkl,5917,turn around,05917__seg00__003.856_004.752__turn_around.mp4,3.856000,4.752000,3856,4752,3.873813,4.751013,3874,4751,6,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub021/0021_catching_and_throwing.pkl,1582,turn around,01582__seg00__000.400_003.120__turn_around.mp4,0.400000,3.120000,400,3120,0.417819,3.090015,418,3090,49,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub024/0021_catching_and_throwing.pkl,2548,turn around,02548__seg00__027.834_030.593__turn_around.mp4,27.834000,30.593000,27834,30593,27.838351,30.591850,27838,30592,49,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub028/0014_knocking2.pkl,5847,turn around to the right,05847__seg00__004.526_005.502__turn_around_to_the_right.mp4,4.526000,5.502000,4526,5502,4.566101,5.484113,4566,5484,7,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub028/0019_lifting_heavy1.pkl,5896,turn around,05896__seg00__004.568_005.450__turn_around.mp4,4.568000,5.450000,4568,5450,4.598402,5.432283,4598,5432,5,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub033/0014_sitting1.pkl,501,turning around,00501__seg00__001.127_001.877__turning_around.mp4,1.127000,1.877000,1127,1877,1.128520,1.836983,1129,1837,2,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub034/0021_catching_and_throwing.pkl,5837,turning back,05837__seg00__023.448_024.567__turning_back.mp4,23.448000,24.567000,23448,24567,23.486172,24.528284,23486,24528,10,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub038/0013_knocking1.pkl,4869,turning around,04869__seg00__006.461_007.315__turning_around.mp4,6.461000,7.315000,6461,7315,6.487037,7.279259,6487,7279,4,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub038/0021_catching_and_throwing.pkl,653,turn back,00653__seg00__013.900_017.334__turn_back.mp4,13.900000,17.334000,13900,17334,13.906992,17.330000,13907,17330,34,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub041/0017_lifting_light1.pkl,6786,turn around,06786__seg00__004.320_005.680__turn_around.mp4,4.320000,5.680000,4320,5680,4.353968,5.648611,4354,5649,16,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub045/0014_knocking2.pkl,3166,turn around,03166__seg00__004.460_005.580__turn_around.mp4,4.460000,5.580000,4460,5580,4.492005,5.578485,4492,5578,11,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub045/0022_catching_and_throwing.pkl,3653,turn around to the right,03653__seg00__024.937_028.183__turn_around_to_the_right.mp4,24.937000,28.183000,24937,28183,24.943523,28.154596,24944,28155,62,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub046/0014_knocking2.pkl,3309,turn around,03309__seg00__004.850_005.890__turn_around.mp4,4.850000,5.890000,4850,5890,4.854815,5.856296,4855,5856,9,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub048/0013_knocking1.pkl,4948,turn around,04948__seg00__007.265_008.354__turn_around.mp4,7.265000,8.354000,7265,8354,7.278874,8.322035,7279,8322,10,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub051/0014_knocking2.pkl,5700,pivots body 180 degrees,05700__seg00__005.211_006.773__pivots_body_180_degrees.mp4,5.211000,6.773000,5211,6773,5.230035,6.733507,5230,6734,21,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub051/0021_catching_and_throwing.pkl,4285,turn around,04285__seg00__017.711_021.667__turn_around.mp4,17.711000,21.667000,17711,21667,17.746355,21.461219,17746,21461,70,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub054/0020_lifting_heavy2.pkl,3149,turn around,03149__seg00__005.001_006.073__turn_around.mp4,5.001000,6.073000,5001,6073,5.015385,6.058205,5015,6058,10,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub054/0021_catching_and_throwing.pkl,3407,turn around,03407__seg00__022.315_024.398__turn_around.mp4,22.315000,24.398000,22315,24398,22.330310,24.374361,22330,24374,34,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub055/0013_knocking1.pkl,4654,turn around,04654__seg00__005.042_006.093__turn_around.mp4,5.042000,6.093000,5042,6093,5.074271,6.076427,5074,6076,9,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub055/0014_knocking2.pkl,5913,turn around to the right,05913__seg00__003.862_005.019__turn_around_to_the_right.mp4,3.862000,5.019000,3862,5019,3.878431,5.008824,3878,5009,12,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub059/0013_knocking1.pkl,884,turn around,00884__seg00__006.503_007.593__turn_around.mp4,6.503000,7.593000,6503,7593,6.532663,7.576214,6533,7576,10,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub062/0021_catching_and_throwing.pkl,1338,turning back,01338__seg00__001.356_003.023__turning_back.mp4,1.356000,3.023000,1356,3023,1.376082,3.001836,1376,3002,20,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub062/0021_catching_and_throwing.pkl,1338,turning back,01338__seg01__023.252_026.114__turning_back.mp4,23.252000,26.114000,23252,26114,23.268290,26.103328,23268,26103,43,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub065/0013_knocking1.pkl,1510,turn around to the right,01510__seg00__004.822_005.862__turn_around_to_the_right.mp4,4.822000,5.862000,4822,5862,4.833629,5.836548,4834,5837,9,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub065/0017_lifting_light1.pkl,5131,turn around,05131__seg00__004.220_005.320__turn_around.mp4,4.220000,5.320000,4220,5320,4.236727,5.280924,4237,5281,10,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub067/0013_knocking1.pkl,2410,turn around,02410__seg00__007.722_008.774__turn_around.mp4,7.722000,8.774000,7722,8774,7.753891,8.754059,7754,8754,9,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub067/0014_knocking2.pkl,5922,turn around,05922__seg00__005.074_006.245__turn_around.mp4,5.074000,6.245000,5074,6245,5.105926,6.232963,5106,6233,12,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub072/0018_lifting_light2.pkl,6813,turning around,06813__seg00__004.502_005.222__turning_around.mp4,4.502000,5.222000,4502,5222,4.531355,5.198022,4531,5198,1,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub073/0014_knocking2.pkl,1659,turn around,01659__seg00__006.553_007.603__turn_around.mp4,6.553000,7.603000,6553,7603,6.589694,7.590016,6590,7590,9,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub075/0017_lifting_light1.pkl,523,turn around to the left,00523__seg00__003.324_004.126__turn_around_to_the_left.mp4,3.324000,4.126000,3324,4126,3.350904,4.101344,3351,4101,3,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub077/0020_lifting_heavy2.pkl,479,turn around,00479__seg00__005.002_005.690__turn_around.mp4,5.002000,5.690000,5002,5690,5.003704,5.670370,5004,5670,1,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub084/0031_rom.pkl,259,turn left,00259__seg00__095.176_096.176__turn_left.mp4,95.176000,96.176000,95176,96176,95.201535,96.159975,95202,96160,8,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub086/0013_knocking2.pkl,3898,turn right,03898__seg00__002.206_003.222__turn_right.mp4,2.206000,3.222000,2206,3222,2.210594,3.217352,2211,3217,9,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub087/0016_sitting2.pkl,5458,turning,05458__seg00__002.189_003.446__turning.mp4,2.189000,3.446000,2189,3446,2.218799,3.429700,2219,3430,14,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub090/0014_knocking2.pkl,2111,turn around,02111__seg00__003.400_004.700__turn_around.mp4,3.400000,4.700000,3400,4700,3.437374,4.690909,3437,4691,15,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub091/0013_knocking1.pkl,2900,turning around,02900__seg00__007.080_008.300__turning_around.mp4,7.080000,8.300000,7080,8300,7.102564,8.270588,7103,8271,13,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub093/0018_lifting_light2.pkl,1640,turning around,01640__seg00__004.211_005.127__turning_around.mp4,4.211000,5.127000,4211,5127,4.223408,5.099154,4223,5099,6,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub095/0013_knocking1.pkl,3782,turn around,03782__seg00__003.419_004.432__turn_around.mp4,3.419000,4.432000,3419,4432,3.446103,4.406949,3446,4407,8,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub098/0013_knocking1.pkl,5120,turn around,05120__seg00__003.737_004.715__turn_around.mp4,3.737000,4.715000,3737,4715,3.778322,4.696876,3778,4697,7,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub101/0019_lifting_heavy2.pkl,5211,turn around,05211__seg00__005.020_005.760__turn_around.mp4,5.020000,5.760000,5020,5760,5.042424,5.751111,5042,5751,2,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub103/0013_knocking1.pkl,2291,turn around,02291__seg00__004.121_005.163__turn_around.mp4,4.121000,5.163000,4121,5163,4.136620,5.137559,4137,5138,9,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub105/0014_knocking2.pkl,2277,turning around,02277__seg00__003.980_005.380__turning_around.mp4,3.980000,5.380000,3980,5380,4.011268,5.346479,4011,5346,17,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub106/0013_knocking1.pkl,268,turn around to the right,00268__seg00__004.219_006.291__turn_around_to_the_right.mp4,4.219000,6.291000,4219,6291,4.229490,6.278069,4229,6278,34,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub112/0013_knocking1.pkl,163,turn around,00163__seg00__008.252_009.002__turn_around.mp4,8.252000,9.002000,8252,9002,8.283000,8.991500,8283,8992,2,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,BioMotionLab_NTroje/rub114/0020_catching_and_throwing.pkl,2850,turn right,02850__seg00__025.560_026.640__turn_right.mp4,25.560000,26.640000,25560,26640,25.575871,26.618040,25576,26618,10,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/01/01_01.pkl,2126,turn around,02126__seg00__008.584_009.944__turn_around.mp4,8.584000,9.944000,8584,9944,8.588477,9.922210,8588,9922,17,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/01/01_01.pkl,2126,turn around,02126__seg01__016.113_017.753__turn_around.mp4,16.113000,17.753000,16113,17753,16.134663,17.718546,16135,17719,23,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/105/105_18.pkl,6471,turn around,06471__seg01__026.460_028.034__turn_around.mp4,26.460000,28.034000,26460,28034,26.487373,27.904863,26487,27905,19,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/105/105_23.pkl,6842,turning,06842__seg00__009.154_010.487__turning.mp4,9.154000,10.487000,9154,10487,9.175887,10.468182,9176,10468,16,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/105/105_23.pkl,6842,turning,06842__seg01__018.174_020.466__turning.mp4,18.174000,20.466000,18174,20466,18.184939,20.436531,18185,20437,39,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/105/105_31.pkl,5041,turning,05041__seg00__005.466_006.987__turning.mp4,5.466000,6.987000,5466,6987,5.505759,6.964921,5506,6965,20,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/105/105_31.pkl,5041,turning,05041__seg01__013.549_014.549__turning.mp4,13.549000,14.549000,13549,14549,13.555846,14.514485,13556,14514,8,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/105/105_35.pkl,1060,turn around,01060__seg00__012.620_013.640__turn_around.mp4,12.620000,13.640000,12620,13640,12.631801,13.631981,12632,13632,9,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/105/105_35.pkl,1060,turn around,01060__seg01__023.280_024.620__turn_around.mp4,23.280000,24.620000,23280,24620,23.304214,24.596218,23304,24596,16,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/113/113_09.pkl,6420,turns around,06420__seg00__004.380_005.480__turns_around.mp4,4.380000,5.480000,4380,5480,4.394619,5.479821,4395,5480,11,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/114/114_08.pkl,5342,turning around,05342__seg00__005.229_006.775__turning_around.mp4,5.229000,6.775000,5229,6775,5.260328,6.761967,5260,6762,21,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/114/114_08.pkl,5342,turning around,05342__seg01__012.343_013.400__turning_around.mp4,12.343000,13.400000,12343,13400,12.357596,13.400000,12358,13400,10,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/114/114_13.pkl,3068,turn around,03068__seg00__003.773_005.481__turn_around.mp4,3.773000,5.481000,3773,5481,3.794153,5.461475,3794,5461,25,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/114/114_13.pkl,3068,turn around,03068__seg02__016.127_017.794__turn_around.mp4,16.127000,17.794000,16127,17794,16.135574,17.761202,16136,17761,24,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/114/114_13.pkl,3068,turn around,03068__seg03__022.419_023.690__turn_around.mp4,22.419000,23.690000,22419,23690,22.431366,23.681749,22431,23682,15,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/13/13_35.pkl,4435,turning,04435__seg00__004.779_006.174__turning.mp4,4.779000,6.174000,4779,6174,4.807068,6.142545,4807,6143,17,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/13/13_38.pkl,2478,turning around,02478__seg01__004.481_006.794__turning_around.mp4,4.481000,6.794000,4481,6794,4.517069,6.773075,4517,6773,39,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_15.pkl,1415,turn around left,01415__seg00__006.805_008.405__turn_around_left.mp4,6.805000,8.405000,6805,8405,6.842219,8.385023,6842,8385,22,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_15.pkl,1415,turn around left,01415__seg02__024.205_025.705__turn_around_left.mp4,24.205000,25.705000,24205,25705,24.239812,25.699174,24240,25699,20,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_15.pkl,1415,turn around left,01415__seg03__031.905_033.605__turn_around_left.mp4,31.905000,33.605000,31905,33605,31.916447,33.584414,31916,33584,25,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_15.pkl,1415,turn around left,01415__seg04__040.855_042.405__turn_around_left.mp4,40.855000,42.405000,40855,42405,40.886429,42.387513,40886,42388,21,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_15.pkl,1415,turn around left,01415__seg05__050.155_052.255__turn_around_left.mp4,50.155000,52.255000,50155,52255,50.190178,52.233633,50190,52234,34,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_39.pkl,4692,turn around,04692__seg00__011.863_013.548__turn_around.mp4,11.863000,13.548000,11863,13548,11.888483,13.514572,11888,13515,24,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_54.pkl,2321,turning back from left side,02321__seg00__006.474_007.798__turning_back_from_left_side.mp4,6.474000,7.798000,6474,7798,6.508091,7.758817,6508,7759,15,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_54.pkl,2321,turning back from left side,02321__seg01__014.844_016.412__turning_back_from_left_side.mp4,14.844000,16.412000,14844,16412,14.851797,16.394553,14852,16395,22,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_54.pkl,2321,turning back from left side,02321__seg02__023.006_024.506__turning_back_from_left_side.mp4,23.006000,24.506000,23006,24506,23.028629,24.487948,23029,24488,20,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_54.pkl,2321,turning back from left side,02321__seg03__030.806_032.706__turning_back_from_left_side.mp4,30.806000,32.706000,30806,32706,30.829994,32.664780,30830,32665,29,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_54.pkl,2321,turning back from left side,02321__seg04__039.206_040.606__turning_back_from_left_side.mp4,39.206000,40.606000,39206,40606,39.215419,40.591301,39215,40591,18,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/132/132_54.pkl,2321,turning back from left side,02321__seg05__048.356_050.267__turning_back_from_left_side.mp4,48.356000,50.267000,48356,50267,48.393496,50.228281,48393,50228,29,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/142/142_13.pkl,5952,turn around left,05952__seg02__029.586_031.975__turn_around_left.mp4,29.586000,31.975000,29586,31975,29.612479,31.947455,29612,31947,31,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/142/142_13.pkl,5952,turn around right,05952__seg01__018.503_020.309__turn_around_right.mp4,18.503000,20.309000,18503,20309,18.518227,20.269294,18518,20269,27,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/142/142_13.pkl,5952,turn around right,05952__seg03__039.447_042.447__turn_around_right.mp4,39.447000,42.447000,39447,42447,39.455501,42.416092,39456,42416,56,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/142/142_16.pkl,3619,turn around,03619__seg00__017.794_019.440__turn_around.mp4,17.794000,19.440000,17794,19440,17.807178,19.433014,17807,19433,24,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/142/142_16.pkl,3619,turn around,03619__seg01__027.356_028.606__turn_around.mp4,27.356000,28.606000,27356,28606,27.357164,28.565969,27357,28566,14,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/142/142_16.pkl,3619,turn around,03619__seg02__037.481_038.419__turn_around.mp4,37.481000,38.419000,37481,38419,37.490991,38.407876,37491,38408,7,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/142/142_16.pkl,3619,turn around,03619__seg03__047.065_048.500__turn_around.mp4,47.065000,48.500000,47065,48500,47.082679,48.500000,47083,48500,19,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
turn,CMU/142/142_19.pkl,1466,turning back,01466__seg01__019.040_020.540__turning_back.mp4,19.040000,20.540000,19040,20540,19.069301,20.528783,19069,20529,20,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
