skill,amass_sequence,babel_sid,label,reviewed_clip_filename,segment_start_s,segment_end_s,segment_start_ms,segment_end_ms,first_used_chunk_start_s,last_used_chunk_end_s,first_used_chunk_start_ms,last_used_chunk_end_ms,used_chunk_count,provenance
side_walk,CMU/35/35_27.pkl,5484,side steps,05484__side_walk__seg09__056.426_058.593__side_steps.mp4,56.426000,58.593000,56426,58593,56.265039,58.432106,56265,58432,33,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,CMU/35/35_27.pkl,5484,side steps,05484__side_walk__seg10__059.926_065.343__side_steps.mp4,59.926000,65.343000,59926,65343,59.765974,63.725188,59766,63725,43,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,CMU/35/35_27.pkl,5484,side steps,05484__side_walk__seg11__066.760_068.176__side_steps.mp4,66.760000,68.176000,66760,68176,66.601135,68.143035,66601,68143,22,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,CMU/35/35_27.pkl,5484,side steps,05484__side_walk__seg12__070.760_072.843__side_steps.mp4,70.760000,72.843000,70760,72843,70.602204,72.394171,70602,72394,28,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,CMU/35/35_27.pkl,5484,side steps,05484__side_walk__seg14__075.926_078.426__side_steps.mp4,75.926000,78.426000,75926,78426,75.895285,77.687253,75895,77687,27,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,CMU/35/35_27.pkl,5484,side steps,05484__side_walk__seg15__080.010_081.733__side_steps.mp4,80.010000,81.733000,80010,81733,79.854677,81.730000,79855,81730,22,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,Eyes_Japan_Dataset/hamada/jump-01-normal-hamada.pkl,9543,step left,09543__side_walk__seg01__024.773_026.148__step_left.mp4,24.773000,26.148000,24773,26148,25.006149,25.756309,25006,25756,3,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,Eyes_Japan_Dataset/hamada/jump-01-normal-hamada.pkl,9543,step right,09543__side_walk__seg00__002.961_003.940__step_right.mp4,2.961000,3.940000,2961,3940,3.130987,3.922893,3131,3923,4,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,Eyes_Japan_Dataset/hamada/jump-06-rope normal run fast-hamada.pkl,9641,steps to the left,09641__side_walk__seg01__026.961_028.398__steps_to_the_left.mp4,26.961000,28.398000,26961,28398,27.455666,28.372688,27456,28373,7,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,KIT/1721/RecoveryStepping_50_90_04.pkl,11862,step to the right,11862__side_walk__seg00__002.591_003.109__step_to_the_right.mp4,2.591000,3.109000,2591,3109,2.439111,3.105778,2439,3106,1,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,KIT/291/push_recovery_stand_right02.pkl,10407,step right,10407__side_walk__seg00__001.491_003.361__step_right.mp4,1.491000,3.361000,1491,3361,1.337308,2.202094,1337,2202,5,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,KIT/421/push_recovery_stand_left02.pkl,12940,sidestep,12940__side_walk__seg00__004.127_005.106__sidestep.mp4,4.127000,5.106000,4127,5106,3.982540,4.698988,3983,4699,2,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,KIT/421/push_recovery_stand_right01.pkl,2397,step to the right,02397__side_walk__seg00__003.721_004.680__step_to_the_right.mp4,3.721000,4.680000,3721,4680,3.580870,4.496208,3581,4496,6,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,MPI_HDM05/bk/HDM_bk_01-01_01_120.pkl,9509,side step to the left,09509__side_step_extra__seg01__033.507_040.319__side_step_to_the_left.mp4,33.507000,40.319000,33507,40319,33.346405,40.307206,33346,40307,73,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,MPI_HDM05/mm/HDM_mm_01-01_03_120.pkl,7810,step left,07810__side_walk__seg00__024.311_027.866__step_left.mp4,24.311000,27.866000,24311,27866,24.926761,27.844339,24927,27844,13,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,MPI_HDM05/tr/HDM_tr_01-01_01_120.pkl,3285,step side to side,03285__side_step_extra__seg00__029.305_033.355__step_side_to_side.mp4,29.305000,33.355000,29305,33355,29.143513,33.354098,29144,33354,66,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
side_walk,MPI_HDM05/tr/HDM_tr_03-01_04_120.pkl,1710,sidemove,01710__side_walk__seg01__009.919_010.815__sidemove.mp4,9.919000,10.815000,9919,10815,10.008230,10.800000,10008,10800,4,derived_join_of_final_training_membership_and_human_reviewed_babel_segment
